referrer,expgender,exprace,compensation,age,sunkgroup,sunkDV,gainlossgroup,gainlossDV,exprace_baburao
18,,,,23,2,7,1,1,
18,,,,60,2,6,2,1,
18,,,,16,1,9,1,2,
18,,,,32,2,4,1,1,
18,,,,24,2,9,1,2,
18,,,,16,2,9,2,1,
18,,,,18,1,8,1,2,
18,,,,50,1,1,1,,
18,,,,18,1,1,2,2,
18,,,,17,2,9,1,2,
18,,,,44,1,9,1,2,
18,,,,28,1,9,1,2,
18,,,,21,2,6,2,1,
18,,,,25,1,9,2,2,
18,,,,21,1,5,2,2,
18,,,,21,2,1,2,1,
18,,,,36,2,9,1,1,
18,,,,21,2,7,1,2,
18,,,,21,2,9,1,2,
18,,,,54,1,9,1,1,
18,,,,37,1,7,1,2,
18,,,,55,2,3,1,2,
18,,,,22,1,9,2,1,
18,,,,24,2,9,1,1,
18,,,,20,2,9,1,2,
18,,,,31,1,3,2,2,
18,,,,18,2,6,2,2,
18,,,,37,1,9,1,2,
18,,,,24,2,9,2,1,
18,,,,21,2,9,2,1,
18,,,,22,2,8,2,2,
18,,,,21,1,8,1,1,
18,,,,21,2,1,2,2,
18,,,,21,2,8,2,1,
18,,,,18,2,9,2,1,
18,,,,54,1,9,2,2,
18,,,,32,2,4,1,2,
18,,,,19,1,9,2,2,
18,,,,26,1,9,2,2,
18,,,,21,1,9,2,2,
18,,,,22,1,9,2,1,
18,,,,18,1,7,1,2,
18,,,,24,1,9,1,2,
18,,,,33,1,9,1,2,
18,,,,23,1,9,2,1,
18,,,,21,1,9,1,2,
18,,,,45,2,9,2,2,
18,,,,42,2,9,2,1,
18,,,,21,2,7,2,1,
18,,,,18,2,9,2,1,
18,,,,18,2,9,1,2,
18,,,,19,2,9,2,1,
18,,,,16,2,6,2,2,
18,,,,31,1,8,1,2,
18,,,,21,2,9,2,2,
18,,,,16,2,7,2,1,
18,,,,21,2,9,1,1,
18,,,,23,2,9,1,2,
18,,,,83,2,5,2,1,
18,,,,53,2,8,1,2,
18,,,,46,2,8,1,1,
18,,,,41,2,5,2,1,
18,,,,19,1,9,1,1,
18,,,,26,1,9,2,1,
18,,,,20,1,9,2,1,
18,,,,20,2,7,1,2,
18,,,,25,1,9,2,1,
18,,,,20,1,9,1,2,
18,,,,42,1,5,1,2,
18,,,,18,1,9,1,1,
18,,,,55,2,9,2,1,
18,,,,29,1,9,1,1,
18,,,,29,1,7,1,2,
18,,,,21,1,9,1,1,
18,,,,18,2,9,1,1,
18,,,,20,2,9,2,2,
18,,,,19,2,9,2,2,
18,,,,23,1,8,1,2,
18,,,,24,1,8,2,1,
18,,,,45,1,5,1,1,
18,,,,44,2,5,2,2,
18,,,,23,1,9,1,2,
18,,,,31,1,9,1,1,
18,,,,20,1,8,2,1,
18,,,,23,1,9,1,1,
18,,,,28,2,9,2,1,
18,,,,18,1,9,1,1,
18,,,,22,2,9,2,1,
18,,,,21,2,7,1,1,
18,,,,24,2,6,2,1,
18,,,,22,1,9,2,2,
18,,,,21,2,9,2,2,
18,,,,21,1,9,1,2,
18,,,,29,1,5,2,1,
18,,,,26,2,9,1,1,
18,,,,19,2,4,2,1,
18,,,,51,1,9,2,1,
18,,,,18,2,4,1,2,
18,,,,21,2,9,1,2,
18,,,,19,1,9,2,2,
18,,,,42,2,1,2,1,
18,,,,24,1,8,1,1,
18,,,,23,1,9,1,2,
18,,,,59,1,9,2,1,
18,,,,21,2,9,1,2,
18,,,,29,2,9,2,2,
18,,,,20,2,3,1,1,
18,,,,21,1,9,2,2,
18,,,,18,1,6,2,1,
18,,,,23,2,9,1,1,
18,,,,25,2,9,1,1,
18,,,,29,1,7,1,1,
18,,,,19,2,9,1,2,
18,,,,35,2,7,1,2,
18,,,,22,2,9,2,1,
18,,,,51,1,5,1,2,
18,,,,34,1,1,2,1,
18,,,,25,2,7,2,2,
18,,,,52,1,1,1,2,
18,,,,35,2,9,2,2,
18,,,,53,2,9,1,2,
18,,,,22,1,8,1,2,
18,,,,39,2,7,1,2,
18,,,,23,1,7,2,1,
18,,,,19,2,9,1,2,
18,,,,53,1,1,2,1,
18,,,,15,1,8,1,1,
18,,,,33,2,3,1,1,
18,,,,18,1,3,1,1,
18,,,,29,1,9,2,1,
18,,,,20,1,7,2,1,
18,,,,35,2,8,2,1,
18,,,,,1,8,1,2,
18,,,,19,2,9,1,1,
18,,,,19,1,9,1,2,
18,,,,30,2,1,2,1,
18,,,,23,1,9,2,2,
18,,,,18,1,9,2,2,
18,,,,28,2,7,1,2,
18,,,,48,2,9,1,1,
18,,,,39,2,7,2,2,
18,,,,46,2,9,2,2,
18,,,,24,2,9,2,1,
18,,,,44,2,8,2,2,
18,,,,23,2,9,1,2,
18,,,,47,2,1,1,2,
18,,,,20,1,7,1,2,
18,,,,50,1,1,2,2,
18,,,,47,2,9,2,2,
18,,,,18,2,9,2,2,
18,,,,60,1,6,2,1,
18,,,,19,1,8,1,2,
18,,,,53,2,7,2,2,
18,,,,23,2,7,2,1,
18,,,,51,1,2,2,1,
18,,,,21,2,8,1,2,
18,,,,39,1,7,1,2,
18,,,,28,2,9,1,2,
18,,,,49,2,8,2,1,
18,,,,50,2,3,2,2,
18,,,,49,1,2,1,2,
18,,,,25,1,7,2,1,
18,,,,22,1,7,2,1,
18,,,,27,2,9,1,2,
18,,,,25,1,7,2,2,
18,,,,18,2,9,1,2,
18,,,,55,1,9,1,2,
18,,,,38,1,9,2,2,
18,,,,40,2,9,1,1,
18,,,,39,2,9,1,2,
18,,,,30,2,9,1,2,
18,,,,37,1,6,1,1,
18,,,,28,2,9,1,2,
18,,,,22,1,1,2,1,
18,,,,55,2,1,2,2,
18,,,,22,2,9,1,1,
18,,,,23,1,7,1,2,
18,,,,27,1,8,1,1,
18,,,,23,1,1,1,2,
18,,,,26,1,1,2,2,
18,,,,26,1,7,2,2,
18,,,,29,2,9,2,2,
18,,,,22,1,7,2,1,
18,,,,23,1,8,1,2,
18,,,,,1,9,2,2,
18,,,,36,1,9,2,1,
18,,,,18,1,7,1,1,
18,,,,22,1,5,2,1,
18,,,,30,2,9,2,1,
18,,,,38,2,9,2,2,
18,,,,23,2,9,2,1,
18,,,,28,2,4,1,2,
18,,,,40,2,8,1,2,
18,,,,16,2,4,1,2,
18,,,,21,2,9,1,2,
18,,,,37,1,9,1,2,
18,,,,,1,6,1,2,
18,,,,44,2,9,2,2,
18,,,,38,1,1,2,2,
18,,,,22,2,7,1,2,
18,,,,19,2,9,2,1,
18,,,,19,1,4,1,2,
18,,,,20,2,9,2,1,
18,,,,19,1,9,2,1,
18,,,,22,1,9,1,2,
18,,,,19,1,9,2,1,
18,,,,51,1,4,2,1,
18,,,,21,2,5,2,1,
18,,,,22,1,6,2,1,
18,,,,33,1,4,2,2,
18,,,,22,2,9,1,,
18,,,,42,2,7,1,2,
18,,,,34,1,6,2,1,
18,,,,18,2,9,2,2,
18,,,,54,2,9,2,2,
18,,,,33,2,9,1,2,
18,,,,48,1,8,2,1,
18,,,,59,2,1,1,2,
18,,,,18,2,9,1,2,
18,,,,32,1,9,1,2,
18,,,,18,2,9,1,1,
18,,,,48,1,4,2,1,
18,,,,20,2,9,2,1,
18,,,,19,2,9,1,2,
18,,,,33,1,7,2,1,
18,,,,18,1,7,2,1,
19,1,6,1,18,1,1,2,1,6
19,1,6,1,20,2,9,1,2,6
19,1,6,1,19,1,9,1,2,6
19,1,6,1,18,1,9,1,2,6
19,1,6,1,21,1,9,2,2,6
19,2,6,1,18,2,7,1,1,6
19,1,6,1,18,1,9,2,1,6
19,1,6,1,18,2,9,2,1,6
19,1,6,1,18,1,9,2,1,6
19,1,6,1,18,1,9,1,1,6
19,1,6,1,18,2,9,2,2,6
19,1,6,1,18,2,9,2,1,6
19,1,6,1,18,2,9,2,1,6
19,1,6,1,18,2,9,1,1,6
19,1,6,1,18,1,9,1,2,6
19,1,6,1,20,2,6,1,2,6
19,1,6,1,18,2,7,2,1,6
19,1,6,1,19,1,9,2,2,6
19,1,6,1,18,2,9,2,1,6
19,1,6,1,21,1,9,1,2,6
19,1,6,1,18,2,9,1,1,6
19,1,6,1,18,2,9,1,2,6
19,1,6,1,19,2,9,2,1,6
19,1,6,1,18,2,9,1,2,6
19,1,6,1,18,1,9,1,2,6
19,1,6,1,18,1,7,1,2,6
19,1,6,1,18,2,9,2,2,6
19,1,6,1,18,1,7,2,1,6
19,1,6,1,18,2,9,1,2,6
19,2,6,1,18,2,9,1,2,6
19,2,6,1,19,2,1,2,1,6
19,2,6,1,19,2,9,2,2,6
19,2,6,1,18,2,9,2,1,6
19,2,6,1,19,1,8,1,1,6
19,2,6,1,18,1,8,1,1,6
19,2,6,1,20,1,9,1,2,6
19,2,6,1,18,2,9,1,1,6
19,2,6,1,20,2,6,2,2,6
19,2,6,1,18,2,9,2,1,6
19,2,6,1,21,1,7,1,2,6
19,2,6,1,18,1,9,2,1,6
19,2,6,1,19,1,6,1,2,6
19,2,6,1,18,1,9,2,1,6
19,2,6,1,18,1,9,2,2,6
19,2,6,1,19,2,9,1,1,6
19,2,6,1,18,1,9,2,2,6
19,2,6,1,19,2,9,2,1,6
19,2,6,1,20,2,8,2,1,6
19,2,6,1,19,2,9,1,2,6
19,2,6,1,20,2,6,2,1,6
19,2,6,1,19,1,9,1,2,6
19,2,6,1,20,1,2,1,2,6
19,2,6,1,22,1,7,2,1,6
19,2,6,1,26,2,9,2,2,6
19,2,6,1,18,1,8,1,1,6
19,2,6,1,19,2,6,1,1,6
19,2,6,1,18,1,8,1,1,6
19,2,6,1,20,1,7,2,1,6
19,2,6,1,20,2,9,2,1,6
19,2,6,1,18,2,9,2,2,6
19,2,6,1,18,1,8,1,2,6
19,2,6,1,18,1,9,1,2,6
19,2,6,1,23,2,9,1,2,6
19,2,6,1,20,2,9,2,1,6
19,2,6,1,19,1,8,1,2,6
19,2,6,1,18,2,9,1,1,6
19,2,6,1,19,2,9,2,1,6
19,2,6,1,19,1,9,2,2,6
19,2,6,1,18,2,9,2,1,6
19,2,6,1,18,1,9,2,2,6
19,1,6,1,18,1,9,1,2,6
19,2,6,1,18,1,8,1,2,6
19,2,6,1,18,2,9,2,2,6
19,2,6,1,19,1,9,2,1,6
19,2,6,1,19,1,9,2,2,6
19,2,6,1,20,1,9,1,1,6
19,2,6,1,20,2,8,1,2,6
19,2,6,1,18,2,9,2,1,6
19,2,6,1,18,1,8,2,1,6
19,2,6,1,20,2,7,1,2,6
19,2,6,1,19,1,9,1,2,6
19,2,6,1,18,2,8,1,2,6
19,2,6,1,18,2,9,2,2,6
19,2,6,1,18,1,8,1,1,6
19,2,6,1,20,1,8,2,1,6
19,2,6,1,18,2,9,2,1,6
19,2,6,1,19,2,9,1,2,6
19,2,6,1,18,1,9,2,2,6
19,2,6,1,18,1,9,2,1,6
19,2,6,1,18,1,9,1,2,6
19,2,6,1,22,2,8,1,1,6
19,2,6,1,19,2,9,1,2,6
19,2,6,1,18,1,9,2,2,6
19,2,6,1,18,2,6,1,1,6
19,2,6,1,19,1,3,1,2,6
20,2,3,1,17,1,6,2,1,3
20,2,3,1,18,1,7,2,1,3
20,2,3,1,19,1,7,2,1,3
20,2,3,1,,2,,1,,3
20,2,3,1,19,2,8,2,1,3
20,2,3,1,18,1,5,1,1,3
20,2,3,1,18,2,9,1,2,3
20,2,3,1,27,1,9,1,2,3
20,2,3,1,18,1,9,1,1,3
20,2,3,1,19,2,8,2,2,3
20,2,3,1,18,2,3,1,2,3
20,2,3,1,19,1,7,1,2,3
20,2,3,1,22,2,8,2,1,3
20,2,3,1,20,2,9,2,1,3
20,2,3,1,20,2,9,2,1,3
20,2,3,1,19,2,7,1,1,3
20,2,3,1,17,1,9,1,1,3
20,2,3,1,23,2,1,2,1,3
20,2,3,1,21,2,9,1,1,3
20,2,6,1,20,1,9,1,2,6
20,2,6,1,19,2,9,1,2,6
20,2,6,1,31,1,9,2,1,6
20,2,6,1,18,1,9,1,2,6
20,2,6,1,18,2,9,1,2,6
20,2,6,1,18,2,7,2,1,6
20,2,6,1,18,2,9,2,2,6
20,2,6,1,19,1,9,2,2,6
20,2,6,1,17,2,9,2,1,6
20,2,6,1,18,2,9,2,2,6
20,2,6,1,20,2,9,1,2,6
20,2,6,1,27,2,9,1,2,6
20,2,6,1,33,1,9,2,2,6
20,2,6,1,30,2,5,1,2,6
20,2,6,1,24,1,6,1,2,6
20,2,6,1,18,1,9,1,2,6
20,2,6,1,25,1,9,1,2,6
20,2,6,1,18,1,9,1,1,6
20,2,6,1,30,1,9,2,1,6
20,2,3,1,26,2,9,2,1,3
20,2,3,1,18,2,9,1,2,3
20,2,3,1,20,1,9,1,1,3
20,2,3,1,24,1,5,1,2,3
20,2,3,1,19,2,9,1,2,3
20,2,3,1,19,2,8,2,1,3
20,2,3,1,20,1,7,1,1,3
20,2,3,1,19,1,9,2,1,3
20,2,3,1,19,2,9,1,1,3
20,2,3,1,23,2,9,1,1,3
20,2,3,1,22,2,9,1,1,3
20,2,3,1,18,2,7,2,1,3
20,2,3,1,18,1,6,1,2,3
20,2,3,1,44,2,1,1,2,3
20,2,6,1,20,1,9,1,2,6
20,2,6,1,20,2,1,2,1,6
20,2,6,1,19,1,9,2,1,6
20,2,6,1,20,1,9,1,1,6
20,2,6,1,21,1,1,1,2,6
20,2,6,1,19,1,9,1,2,6
20,2,6,1,34,2,5,1,2,6
20,2,6,1,20,1,9,2,2,6
20,2,6,1,20,1,9,2,1,6
20,2,6,1,18,1,7,2,1,6
20,2,6,1,22,1,4,1,1,6
20,2,6,1,18,2,9,1,2,6
20,2,6,1,21,2,9,1,1,6
20,2,6,1,18,1,9,1,2,6
20,2,6,1,18,2,9,1,2,6
20,2,6,1,18,1,9,1,2,6
20,2,6,1,18,1,9,1,2,6
20,2,6,1,19,1,9,1,1,6
20,2,3,1,20,2,9,2,1,3
20,2,3,1,19,2,9,1,2,3
20,2,3,1,19,1,7,2,2,3
20,2,3,1,19,2,9,2,2,3
20,2,3,1,25,2,6,2,1,3
20,2,3,1,21,2,9,1,2,3
20,2,3,1,18,2,9,2,2,3
20,2,3,1,45,2,4,1,2,3
20,2,3,1,18,1,8,2,1,3
20,2,3,1,32,1,5,1,2,3
20,2,3,1,18,2,9,2,2,3
20,2,3,1,19,2,8,1,1,3
20,2,3,1,19,2,6,1,2,3
20,2,3,1,19,2,9,1,2,3
20,2,3,1,25,2,8,1,2,3
20,2,3,1,18,1,9,1,1,3
20,2,3,1,19,1,3,2,2,3
20,2,3,1,22,1,9,1,1,3
20,2,3,1,18,2,9,2,1,3
20,2,3,1,18,1,9,1,2,3
20,2,3,1,18,1,9,1,1,3
20,2,6,1,18,2,9,2,1,6
20,2,6,1,18,2,7,2,2,6
20,2,6,1,18,1,7,2,1,6
20,2,6,1,20,2,3,1,2,6
20,2,6,1,21,2,9,2,2,6
20,2,6,1,24,2,7,2,1,6
20,2,6,1,18,2,5,2,1,6
20,2,6,1,19,1,7,1,2,6
20,2,6,1,20,2,9,1,2,6
20,2,6,1,20,1,7,2,2,6
20,2,6,1,18,1,7,1,2,6
20,2,6,1,18,1,9,2,2,6
21,,,,19,1,7,1,1,
21,2,6,3,21,1,8,2,2,6
21,2,6,1,21,2,5,1,2,6
21,2,6,3,23,1,9,2,,6
21,2,6,3,21,2,9,2,1,6
21,2,3,1,18,1,7,1,1,3
21,2,3,1,21,1,9,2,2,3
21,2,3,1,19,2,9,1,2,3
21,2,2,1,19,1,9,1,2,2
21,2,6,1,26,2,9,1,2,6
21,2,6,1,19,1,3,1,2,6
21,2,3,3,22,1,9,2,1,3
21,2,3,1,20,2,1,2,,3
21,2,3,1,25,2,9,2,1,3
21,2,3,1,28,2,9,1,1,3
21,2,3,1,19,1,9,2,2,3
21,2,3,1,44,2,1,2,2,3
21,2,3,1,20,1,1,1,2,3
21,2,2,1,18,2,5,2,1,2
21,2,2,1,20,2,6,1,2,2
21,2,2,1,19,2,7,2,1,2
21,2,2,1,23,2,8,2,,2
21,2,3,1,20,1,9,2,2,3
21,2,3,1,18,1,9,2,1,3
21,2,3,1,18,2,9,2,1,3
21,2,3,1,20,1,9,1,1,3
21,2,3,1,18,2,9,2,1,3
21,2,3,1,18,1,8,1,1,3
21,2,2,1,18,2,9,1,2,2
21,2,2,1,18,1,9,1,2,2
21,2,6,1,19,1,9,2,1,6
21,2,6,1,20,2,9,2,2,6
21,2,6,1,19,2,9,2,2,6
21,2,3,1,20,1,8,2,2,3
21,2,3,1,24,1,1,1,1,3
21,2,2,1,18,2,1,2,,2
21,2,2,1,18,2,8,1,1,2
21,,,,,2,9,1,,
21,2,6,1,19,1,7,2,1,6
21,2,6,3,21,1,5,2,2,6
21,2,6,1,18,2,8,2,2,6
21,2,6,1,22,1,9,2,2,6
21,2,6,1,20,2,9,1,1,6
21,2,6,1,24,2,2,1,1,6
21,2,3,1,18,1,9,2,2,3
21,2,2,1,18,1,9,1,1,2
21,2,2,1,18,2,9,1,2,2
21,2,6,1,22,1,9,1,2,6
21,2,6,1,22,1,1,2,2,6
21,2,3,1,19,2,9,2,2,3
21,2,2,1,19,2,9,1,2,2
21,2,2,1,18,1,9,1,1,2
21,2,2,1,21,2,9,2,1,2
21,2,2,1,20,2,9,2,2,2
21,2,2,1,29,2,9,1,1,2
21,2,6,1,27,1,9,1,2,6
21,2,6,1,18,1,1,1,1,6
21,2,6,1,19,1,3,2,1,6
21,2,6,1,45,1,9,2,1,6
21,2,6,1,19,2,6,1,2,6
21,2,6,1,18,2,9,1,2,6
21,2,6,1,18,2,9,1,1,6
21,2,6,1,18,1,5,2,1,6
21,2,6,1,19,2,9,2,2,6
21,2,6,1,21,1,6,2,2,6
21,2,6,1,29,1,9,1,2,6
21,2,6,1,18,2,9,2,1,6
21,2,6,1,19,1,9,1,1,6
21,2,6,1,22,2,9,1,2,6
21,2,6,1,18,1,9,2,1,6
21,2,6,1,31,1,9,2,2,6
21,2,6,1,19,1,9,2,1,6
21,2,6,1,19,1,9,1,2,6
21,2,6,1,20,1,7,2,1,6
21,2,6,1,18,1,6,1,2,6
21,2,6,1,19,1,9,1,2,6
21,2,6,1,36,2,9,1,2,6
21,2,6,1,30,2,8,2,1,6
21,2,6,1,18,1,9,1,2,6
21,2,6,1,18,2,9,2,1,6
21,2,3,1,19,2,9,2,1,3
21,2,3,1,18,2,8,2,1,3
21,2,3,1,36,1,9,1,2,3
21,2,2,1,19,2,9,1,1,2
21,2,2,1,18,1,9,2,1,2
21,2,6,1,47,1,5,1,,6
22,2,5,1,19,2,9,2,2,5
22,2,5,1,20,2,8,1,2,5
22,2,9,1,21,1,9,1,2,9
22,2,9,1,18,2,9,1,2,9
22,2,9,1,19,2,9,2,1,9
22,2,9,1,18,2,9,2,1,9
22,2,9,1,18,1,9,2,1,9
22,2,9,1,18,2,9,2,2,9
22,2,9,1,19,1,9,2,2,9
22,2,9,1,20,2,9,1,2,9
22,2,9,1,19,1,9,1,2,9
22,2,9,1,18,1,9,1,1,9
22,2,9,1,18,2,9,1,2,9
22,2,9,1,18,1,9,2,1,9
22,2,9,1,18,2,9,1,1,9
22,2,9,1,18,2,3,1,2,9
22,2,9,1,18,2,9,1,2,9
22,2,9,1,20,2,9,2,1,9
22,2,9,1,18,1,9,2,1,9
22,2,9,1,19,2,9,2,2,9
22,2,9,1,19,2,9,2,1,9
22,2,9,1,18,1,7,2,1,9
22,2,9,1,19,2,9,1,2,9
22,2,5,1,18,2,8,2,1,5
22,2,5,1,18,1,5,2,1,5
22,2,5,1,18,2,9,2,2,5
22,2,5,1,18,2,9,2,1,5
22,2,5,1,22,2,9,1,1,5
22,2,5,1,18,1,9,1,1,5
22,2,5,1,18,1,9,2,1,5
22,2,5,1,20,2,9,1,1,5
22,2,5,1,25,1,9,1,2,5
22,2,5,1,18,1,9,1,1,5
22,2,5,1,19,2,8,2,1,5
22,2,5,1,19,2,7,1,2,5
22,2,5,1,18,2,9,2,,5
22,2,5,1,18,1,6,1,1,5
22,2,5,1,18,2,5,2,1,5
22,2,5,1,18,2,9,2,1,5
22,2,9,1,18,1,7,1,2,9
22,2,9,1,18,2,9,1,2,9
22,2,9,1,19,1,8,1,2,9
22,2,10,1,18,1,6,2,1,10
22,2,10,1,18,2,8,1,2,10
22,2,10,1,18,2,9,2,1,10
22,2,9,1,18,2,9,2,1,9
22,2,9,1,19,1,7,2,2,9
22,2,9,1,19,1,9,1,1,9
22,2,10,1,19,2,9,1,2,10
22,2,10,1,18,2,9,2,1,10
22,2,10,1,18,2,9,2,1,10
22,2,10,1,18,1,9,2,1,10
22,2,10,1,18,2,7,2,1,10
22,2,10,1,19,2,6,1,2,10
22,2,10,1,18,1,9,2,1,10
22,2,10,1,22,1,9,1,1,10
22,2,10,1,18,1,9,2,1,10
22,2,10,1,19,2,9,1,2,10
22,2,10,1,18,1,9,2,1,10
22,2,5,1,18,2,8,1,2,5
22,2,5,1,18,2,9,2,2,5
22,2,5,1,19,1,9,1,2,5
22,1,10,1,18,2,8,1,1,10
22,1,10,1,19,1,9,1,2,10
22,1,10,1,19,1,1,1,1,10
22,1,10,1,23,1,9,1,2,10
22,1,10,1,18,1,9,1,2,10
22,1,10,1,18,2,8,1,1,10
22,1,10,1,18,1,9,2,2,10
22,1,10,1,19,2,9,1,2,10
22,1,10,1,19,2,9,1,1,10
22,1,10,1,18,1,8,1,2,10
22,1,10,1,19,1,5,1,1,10
22,1,10,1,18,1,9,2,1,10
22,1,10,1,20,1,9,2,2,10
22,1,10,1,26,2,9,1,1,10
22,2,9,1,19,1,9,1,1,9
22,2,9,1,18,2,9,2,2,9
22,2,9,1,18,1,7,1,2,9
22,2,9,1,18,1,6,1,1,9
22,2,9,1,19,1,9,2,1,9
22,2,9,1,18,2,9,1,1,9
22,2,9,1,19,2,9,2,1,9
22,2,9,1,18,2,9,1,2,9
22,2,9,1,18,1,9,1,1,9
22,2,9,1,19,2,9,2,1,9
22,2,9,1,22,1,9,1,1,9
22,2,9,1,18,2,9,1,2,9
22,2,9,1,20,1,7,1,1,9
22,2,9,1,23,2,9,2,2,9
22,2,9,1,18,2,9,2,2,9
22,2,9,1,22,1,7,1,1,9
22,2,9,1,23,1,7,2,2,9
22,1,10,1,19,1,9,2,1,10
22,1,10,1,24,1,6,2,1,10
22,1,10,1,20,2,9,2,1,10
22,1,10,1,19,2,6,1,2,10
22,1,10,1,18,1,9,1,2,10
22,1,10,1,18,2,9,2,2,10
22,1,10,1,19,1,9,2,1,10
22,1,10,1,20,2,9,2,1,10
22,1,10,1,18,2,9,1,2,10
22,1,10,1,18,2,9,1,2,10
22,1,10,1,18,2,7,1,2,10
22,2,2,1,19,2,9,1,2,2
22,2,2,1,22,2,8,2,2,2
22,2,2,1,18,2,9,1,1,2
22,2,2,1,19,2,9,2,1,2
22,2,5,1,18,2,9,2,2,5
22,2,5,1,18,2,9,2,2,5
22,2,5,1,18,1,9,2,2,5
22,2,5,1,21,2,9,2,2,5
22,2,10,1,20,1,6,2,2,10
22,2,10,1,18,2,7,1,1,10
22,2,10,1,19,2,9,1,2,10
22,2,10,1,19,2,7,2,1,10
22,2,10,1,18,1,9,2,2,10
22,2,10,1,19,2,8,1,2,10
22,2,10,1,23,1,8,2,2,10
22,2,10,1,18,2,9,2,1,10
22,2,10,1,21,2,9,1,1,10
22,2,10,1,19,1,7,2,1,10
22,2,9,1,18,1,9,2,1,9
22,2,10,1,20,1,9,2,1,10
22,2,3,1,18,2,7,1,1,3
22,2,10,1,19,2,9,1,2,10
22,2,10,1,18,2,9,1,2,10
22,2,10,1,18,1,9,1,1,10
22,2,10,1,18,2,9,1,1,10
22,2,10,1,18,1,9,1,1,10
22,2,10,1,18,1,9,2,2,10
22,2,10,1,19,1,1,1,1,10
22,2,10,1,21,2,9,1,2,10
22,1,10,1,20,1,9,1,2,10
22,1,10,1,19,2,9,2,1,10
22,1,10,1,22,1,7,2,1,10
22,1,10,1,18,1,9,1,2,10
22,1,10,1,18,2,9,1,2,10
22,1,10,1,18,2,9,2,1,10
22,1,10,1,20,2,9,2,2,10
22,2,2,1,18,1,9,1,2,2
22,2,2,1,18,1,7,2,1,2
22,2,2,1,19,1,9,1,1,2
22,2,2,1,18,1,9,2,1,2
22,2,2,1,18,1,9,2,2,2
22,2,2,1,18,1,9,2,1,2
22,2,2,1,18,2,9,2,1,2
22,2,2,1,20,1,9,2,2,2
22,2,9,1,20,2,9,2,1,9
22,2,9,1,19,2,9,2,2,9
22,2,9,1,18,1,9,1,1,9
22,2,9,1,18,1,9,2,2,9
22,2,9,1,25,2,9,2,2,9
22,2,9,1,18,2,9,1,2,9
22,2,9,1,18,2,9,1,2,9
22,2,9,1,19,1,9,2,1,9
22,2,9,1,20,2,9,1,2,9
22,2,9,1,19,1,9,1,2,9
22,2,9,1,19,2,7,1,1,9
22,2,9,1,18,2,7,2,2,9
22,2,9,1,20,1,9,1,1,9
22,2,9,1,20,1,9,2,1,9
23,2,6,1,19,2,9,1,2,6
23,2,6,1,19,2,9,2,1,6
23,2,6,1,18,2,9,2,2,6
23,2,6,1,19,2,9,1,2,6
23,2,6,1,22,2,9,2,1,6
23,2,6,1,21,1,9,1,2,6
23,2,6,1,24,2,9,2,1,6
23,2,6,1,20,1,6,1,1,6
23,2,6,1,20,1,9,1,2,6
23,2,6,1,20,1,4,1,2,6
23,2,6,1,20,2,8,2,1,6
23,2,6,1,22,1,9,1,2,6
23,2,6,1,25,2,6,1,2,6
23,2,6,1,19,2,9,2,1,6
23,2,6,1,27,2,9,2,2,6
23,2,6,1,19,1,9,2,2,6
23,2,6,1,19,2,9,2,2,6
23,2,6,1,20,1,9,2,2,6
23,2,6,1,19,1,9,1,2,6
23,2,6,1,23,1,9,2,1,6
23,2,6,1,23,1,9,1,2,6
23,2,6,1,22,2,8,2,1,6
23,2,6,1,23,1,1,2,2,6
23,2,6,1,23,2,9,2,1,6
23,2,6,1,21,2,7,2,1,6
23,2,6,1,23,2,9,2,1,6
23,2,6,1,20,1,9,1,2,6
23,2,6,1,20,1,9,2,2,6
23,2,6,1,20,1,9,1,2,6
23,2,6,1,20,1,9,2,1,6
23,2,6,1,19,2,9,1,1,6
23,2,6,1,22,1,9,1,2,6
23,2,6,1,23,2,9,2,2,6
23,2,6,1,17,1,9,1,2,6
23,2,6,1,19,1,9,2,2,6
23,2,6,1,19,2,9,2,2,6
23,2,6,1,19,2,9,2,2,6
23,2,6,1,22,2,6,2,1,6
23,2,6,1,23,1,9,2,2,6
23,2,6,1,23,1,8,2,1,6
23,2,6,1,21,1,9,2,2,6
23,2,6,1,23,2,9,1,1,6
23,2,6,1,22,1,9,2,1,6
23,2,6,1,19,2,9,2,2,6
23,2,6,1,20,2,9,1,2,6
23,2,6,1,19,2,9,2,1,6
23,2,6,1,23,1,9,2,2,6
23,2,6,1,20,2,9,1,2,6
23,2,6,1,19,1,9,2,2,6
23,2,6,1,21,2,4,1,1,6
23,2,6,1,20,1,9,2,1,6
23,2,6,1,19,2,8,2,1,6
23,2,6,1,19,1,9,2,2,6
23,2,6,1,19,2,8,1,1,6
23,2,6,1,19,1,8,1,1,6
23,2,6,1,19,2,9,1,2,6
23,2,6,1,19,2,9,1,2,6
23,2,6,1,23,1,7,1,1,6
23,2,6,1,19,1,9,2,2,6
23,2,6,1,19,2,4,1,1,6
23,2,6,1,20,1,8,2,1,6
23,2,6,1,22,2,9,2,1,6
23,2,6,1,22,2,8,1,2,6
23,2,6,1,23,1,9,1,1,6
23,2,6,1,22,1,9,1,1,6
23,2,6,1,24,1,7,1,2,6
23,2,6,1,19,2,5,2,1,6
23,2,6,1,19,1,9,2,1,6
23,2,6,1,24,2,9,1,2,6
23,2,6,1,20,1,8,2,1,6
23,2,6,1,25,1,9,1,2,6
